artifact_family,artifact_type,artifact_subtype,application_domain,application_subdomain,venue_id,venue_display_name,venue_full_name,venue_kind,parent_venue_id,year,type,entry_kind,name,title,link,authors,code,bib_key
Behavioral Artifacts,Software Systems,Games,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,OpenGame,OpenGame: Open Agentic Coding for Games,https://arxiv.org/abs/2604.18394,"Yilei Jiang, Jinyuan Hu, Qianyin Xiao, Yaozhi Zheng, Ruize Ma, Kaituo Feng, Jiaming Han, Tianshuo Peng, Kaixuan Fan, Manyuan Zhang, Xiangyu Yue",,Game_OpenGame2026
Behavioral Artifacts,Software Systems,Games,Creative Production,,icse,ICSE,International Conference on Software Engineering,conference,,2026,published,benchmark,ProxyWar,ProxyWar: Dynamic Assessment of LLM Code Generation in Game Arenas,https://conf.researchr.org/details/icse-2026/icse-2026-research-track/178/ProxyWar-Dynamic-Assessment-of-LLM-Code-Generation-in-Game-Arenas,"Xinyu Wang, Wenjun Peng, Qi Wu",,Game_ProxyWar2026
Behavioral Artifacts,Software Systems,Games,Creative Production,,fse,FSE,ACM International Conference on the Foundations of Software Engineering,conference,,2026,published,system,UniGen,"90% Faster, 100% Code-Free: MLLM-Driven Zero-Code 3D Game Development",https://conf.researchr.org/details/fse-2026/fse-2026-ideas-visions-and-reflections/41/90-Faster-100-Code-Free-MLLM-Driven-Zero-Code-3D-Game-Development,"Yuxuan Wan, Runxin Yang, Shuqing Li, Michael R. Lyu",,Game_ZeroCode3D2025
Behavioral Artifacts,Software Systems,Games,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,AVR-Agent,Multi-Agent Game Generation and Evaluation via Audio-Visual Recordings,https://arxiv.org/abs/2508.00632,Alexia Jolicoeur-Martineau,,Game_MultiAgentGameGen2025
Behavioral Artifacts,Software Systems,Games,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,Story2Game,STORY2GAME: Generating (Almost) Everything in an Interactive Fiction Game,https://arxiv.org/abs/2505.03547,"Eric Zhou, Shreyas Basavatia, Moontashir Siam, Zexin Chen, Mark O. Riedl",,Game_Story2Game2025
Behavioral Artifacts,Software Systems,Games,Creative Production,,acl_findings,Findings of ACL,Findings of the Association for Computational Linguistics,track,acl,2026,published,benchmark,V-GameGym,V-GameGym: Visual Game Generation for Code Large Language Models,https://aclanthology.org/2026.findings-acl.276/,"Wei Zhang, Jian Yang, Renshuai Tao, Linzheng Chai, Shuyue Guo, Jiajun Wu, Xiaoming Chen, Ganqu Cui, Ning Ding, Xander Xu, Hu Wei, Bowen Zhou",,Game_VGameGym2025
Spatial Artifacts,3D Assets,Parametric Models,Engineering Design,,icml,ICML,International Conference on Machine Learning,conference,,2026,published,system,SPADA,SPADA: A Verifiable Test-Driven Agent for Controllable Parametric CAD Assembly Generation,https://icml.cc/virtual/2026/poster/62308,"Keyou Zheng, Xuyang Su, Jiewu Leng",,CAD_SPADA2026
2D Visual Artifacts,Data Visualizations,,Professional Work,,ieee_tvcg,IEEE TVCG,IEEE Transactions on Visualization and Computer Graphics,journal,,2024,published,system,LightVA,LightVA: Lightweight Visual Analytics With LLM Agent-Based Task Planning and Execution,https://doi.org/10.1109/TVCG.2024.3496112,"Yuheng Zhao, Junjie Wang, Linbin Xiang, Xiaowen Zhang, Zifei Guo, Cagatay Turkay, Yu Zhang, Siming Chen",,DataViz_LightVA2024
Textual Artifacts,Professional Documents,Informational Reports,Scientific Research,,acl,ACL,Annual Meeting of the Association for Computational Linguistics,conference,,2025,published,benchmark,LimitGen,Can LLMs Identify Critical Limitations within Scientific Research? A Systematic Evaluation on AI Research Papers,https://aclanthology.org/2025.acl-long.1009/,"Zhijian Xu, Yilun Zhao, Manasi Patwardhan, Lovekesh Vig, Arman Cohan",,Data_CanLLMsIdentifyLimitations2025
Behavioral Artifacts,Software Systems,Software Repositories,Professional Work,,emnlp,EMNLP,Conference on Empirical Methods in Natural Language Processing,conference,,2025,published,system,DatawiseAgent,DatawiseAgent: A Notebook-Centric LLM Agent Framework for Adaptive and Robust Data Science Automation,https://aclanthology.org/2025.emnlp-main.58/,"Ziming You, Yumiao Zhang, Dexuan Xu, Yiwei Lou, Yandong Yan, Wei Wang, Huamin Zhang, Yu Huang",,Data_DatawiseAgent2025
2D Visual Artifacts,Data Visualizations,,Professional Work,,chi,CHI,ACM Conference on Human Factors in Computing Systems,conference,,2025,published,system,Jupybara,Jupybara: Operationalizing a Design Space for Actionable Data Analysis and Storytelling with LLMs,https://doi.org/10.1145/3706598.3713913,"Huichen Will Wang, Larry Birnbaum, Vidya Setlur",,Data_Jupybara2025
2D Visual Artifacts,Illustrative Graphics,Diagrams,Educational Support,,learning_at_scale,Learning @ Scale,ACM Learning at Scale Conference,conference,,2025,published,benchmark,MathemaTikZ,MathemaTikZ: A Dataset and Benchmark for Mathematical Diagram Generation,https://doi.org/10.1145/3698205.3729558,"Rizwaan Malik, Rebecca Li Hao, Ritika Kacholia, Dorottya Demszky",,Diagram_MathemaTikZ2025
Behavioral Artifacts,Software Systems,Software Repositories,Scientific Research,,arxiv,arXiv,arXiv,preprint_server,,2024,preprint,system,DrugAgent,DrugAgent: Automating AI-aided Drug Discovery Programming through LLM Multi-Agent Collaboration,https://arxiv.org/abs/2411.15692,"Sizhe Liu, Yizhou Lu, Siyu Chen, Xiyang Hu, Jieyu Zhao, Yingzhou Lu, Yue Zhao",,Drug_DrugAgent2024
,,,Scientific Research,,digital_discovery,Digital Discovery,Digital Discovery,journal,,2024,published,system,ProtAgents,ProtAgents: Protein Discovery via Large Language Model Multi-Agent Collaborations Combining Physics and Machine Learning,https://doi.org/10.1039/D4DD00013G,"Alireza Ghafarollahi, Markus J. Buehler",https://github.com/lamm-mit/ProtAgents,Drug_ProtAgents2024
Textual Artifacts,Professional Documents,Functional Documents,Educational Support,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,EduAgentQG,EduAgentQG: A Multi-Agent Workflow Framework for Personalized Question Generation,https://arxiv.org/abs/2511.11635,"Rui Jia, Min Zhang, Fengrui Liu, Bo Jiang, Kun Kuang, Zhongxiang Dai",,Education_EduAgentQG2025
Textual Artifacts,Professional Documents,Functional Documents,Educational Support,,webconf_companion,The Web Conference Companion,Companion Proceedings of the ACM Web Conference,track,the_web_conference,2025,published,system,GenMentor,LLM-powered Multi-agent Framework for Goal-oriented Learning in Intelligent Tutoring System,https://doi.org/10.1145/3701716.3715244,"Tianfu Wang, Yi Zhan, Jianxun Lian, Zhengyu Hu, Nicholas Jing Yuan, Qi Zhang, Xing Xie, Hui Xiong",https://github.com/GeminiLight/gen-mentor,Education_GoalOrientedLearning2025
Textual Artifacts,Creative Writing,Narratives,Creative Production,,chi,CHI,ACM Conference on Human Factors in Computing Systems,conference,,2026,published,system,CoNoder,Exploring Creator-Centric Methods for LLM-Assisted Interactive Storytelling,https://doi.org/10.1145/3772318.3791362,"Yuelu Li, Siyi Wu, Lujin Zhang, Zhihan Guo, Wenchuan Lu, David Yip",,Game_CreatorCentric2026
Textual Artifacts,Creative Writing,Narratives,Creative Production,,cc,C&C,ACM Creativity & Cognition,conference,,2025,published,system,Orchid,Orchid: A Creative Approach for Authoring LLM-Driven Interactive Narratives,https://doi.org/10.1145/3698061.3726906,"Zhen Wu, Serkan Kumyol, Shing Yin Wong, Xiaozhu Hu, Xin Tong, Tristan Braud",,Game_Orchid2025
,,,Scientific Research,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,N/A,Autonomous Laboratory Agent via Customized Domain-Specific Language Model and Modular AI Interface,https://arxiv.org/abs/2602.20669,"Zhuo Diao, Kouma Matsumoto, Linfeng Hou, Hayato Yamashita, Masayuki Abe",,Laboratory_AutonomousLaboratory2026
,,,Scientific Research,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,ChemCRAFT,ChemCRAFT: Agentic Reinforcement Learning for Chemical Language Models for Molecular Design and Synthesis,https://arxiv.org/abs/2601.17687,"Hao Li, He Cao, Shenyao Peng, et al.",https://github.com/HowardLi1984/ChemCraft,Molecular_ChemCRAFT2026
Spatial Artifacts,3D Assets,Parametric Models,Engineering Design,,icml,ICML,International Conference on Machine Learning,conference,,2026,published,system,Debate2Create,Debate2Create: Robot Co-design via Multi-Agent LLM Debate,https://icml.cc/virtual/2026/poster/66635,"Kevin Qiu, Marek Cygan",,Robot_Debate2Create2025
,,,Scientific Research,,emnlp_findings,Findings of EMNLP,Findings of the Association for Computational Linguistics: EMNLP,track,emnlp,2025,published,system,Agent Laboratory,Agent Laboratory: Using LLM Agents as Research Assistants,https://aclanthology.org/2025.findings-emnlp.320/,"Samuel Schmidgall, Yusheng Su, Ze Wang, Ximeng Sun, Jialian Wu, Xiaodong Yu, Jiang Liu, Michael Moor, Zicheng Liu, Emad Barsoum",,Sci_AgentLaboratory2025
Behavioral Artifacts,Simulation Models,Physical World Models,Engineering Design,,date,DATE,"Design, Automation & Test in Europe Conference",conference,,2026,published,system,AgenticTCAD,AgenticTCAD: A LLM-based Multi-Agent Framework for Automated TCAD Code Generation and Device Optimization,https://ieeexplore.ieee.org/document/11539536,"Guangxi Fan, Tianliang Ma, Xuguang Sun, Xun Wang, Kain Lu Low, Leilai Shao",,Sci_AgenticTCAD2025
,,,Scientific Research,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,Elhuyar,A Multi-Agent Human-LLM Collaborative Framework for Closed-Loop Scientific Discovery,https://arxiv.org/abs/2604.01452,"Maxwell J. Jacobson, Daniel Xie, Jackson Shen, Adil Wazeer et al.",,Sci_ClosedLoopDiscovery2026
Textual Artifacts,Scholarly Manuscripts,,Scientific Research,,chi,CHI,ACM Conference on Human Factors in Computing Systems,conference,,2025,published,system,IdeaSynth,IdeaSynth: Iterative Research Idea Development Through Evolving and Composing Idea Facets with Literature-Grounded Feedback,https://doi.org/10.1145/3706598.3714057,"Kevin Pu, K. J. Kevin Feng, Tovi Grossman, Tom Hope, Bhavana Dalvi Mishra, Matt Latzke, Jonathan Bragg, Joseph Chee Chang, Pao Siangliulue",,Sci_IdeaSynth2025
Textual Artifacts,Professional Documents,Informational Reports,Scientific Research,,biorxiv,bioRxiv,bioRxiv,preprint_server,,2025,preprint,system,Queryome,"Queryome: Orchestrating Retrieval, Reasoning, and Synthesis across Biomedical Literature",https://doi.org/10.64898/2025.12.22.696019,"Pranav Punuru, Nabil Ibtehaz, Swagarika Jaharlal Giri, Harsha Srirangam, Emilia A Tugolukova, Daisuke Kihara",,Sci_Queryome2025
Behavioral Artifacts,Simulation Models,Physical World Models,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,Agentic Real2Sim,Agentic Real2Sim: Physics-based World Modeling with Vision-Language Agents,https://arxiv.org/abs/2607.19190,"Guanxiong Chen, Qianjun Xia, Jiawei Peng, Heng Zhang, Bole Ma, Justin Qian, Ziyi Jiao, Bingyang Zhou, Luoxin Ye, Kaifeng Zhang, Kunyi Wang, Weijia Zeng, Yunuo Chen, Pengzhi Yang, Ziqiu Zeng, Huamin Wang, Chao Liu, Alan Yuille, Fan Shi, Changxi Zheng, Yunzhu Li, Chenfanfu Jiang, Peter Yichen Chen",,Simulation_AgenticReal2Sim2026
Behavioral Artifacts,Simulation Models,Physical World Models,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,N/A,Coding Agent Is Good As World Simulator,https://arxiv.org/abs/2605.14398,"Hongyu Wang, Jingquan Wang, Bocheng Zou, Radu Serban, Dan Negrut",,Simulation_CodingAgentWorldSimulator2026
Behavioral Artifacts,Simulation Models,Physical World Models,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,SOCIA-∇,SOCIA-∇: Textual Gradient Meets Multi-Agent Orchestration for Automated Simulator Generation,https://arxiv.org/abs/2510.18551,"Yuncheng Hua, Sion Weatherhead, Mehdi Jafari, Hao Xue, Flora D. Salim",,Simulation_SOCIANabla2025
Behavioral Artifacts,Simulation Models,Physical World Models,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,N/A,Perceptual Self-Reflection in Agentic Physics Simulation Code Generation,https://arxiv.org/abs/2602.12311,"Prashant Shende, Bradley Camburn",,Simulation_SelfReflection2026
Behavioral Artifacts,Simulation Models,Physical World Models,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,Sketch2Simulation,Sketch2Simulation: Automating Flowsheet Generation via Multi Agent Large Language Models,https://arxiv.org/abs/2603.24629,"Abdullah Bahamdan, Emma Pajak, John D. Hedengren, Antonio del Rio Chanona",,Simulation_Sketch2Sim2026
Textual Artifacts,Creative Writing,Narratives,Creative Production,,ieee_cog,IEEE CoG,IEEE Conference on Games,conference,,2025,published,benchmark,N/A,Can LLMs Generate Good Stories? Insights and Challenges from a Narrative Planning Perspective,https://doi.org/10.1109/CoG64752.2025.11114137,"Yi Wang, Max Kreminski",,Text_GoodStories2025
Textual Artifacts,Professional Documents,Informational Reports,Professional Work,,acl_findings,Findings of ACL,Findings of the Association for Computational Linguistics,track,acl,2026,published,benchmark,NEWSAGENT,Benchmarking Agentic Newswriting via Journalistic Workflows,https://aclanthology.org/2026.findings-acl.1816/,"Yen-Che Chien, Kuang-Da Wang, Wei-Yao Wang, Wen-Chih Peng",https://github.com/wywyWang/CoachAI-Projects,Text_NewsAgent2026
Video Artifacts,Narrative Videos,,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2024,preprint,system,StoryAgent,StoryAgent: Customized Storytelling Video Generation via Multi-Agent Collaboration,https://arxiv.org/abs/2411.04925,"Panwen Hu, Jin Jiang, Jianqi Chen, Mingfei Han, Shengcai Liao, Xiaojun Chang, Xiaodan Liang",,Video_StoryAgent2024
Behavioral Artifacts,Software Systems,Web Applications,Engineering Design,,icml,ICML,International Conference on Machine Learning,conference,,2026,published,system,AutoWebWorld,AutoWebWorld: Synthesizing Infinite Verifiable Web Environments via Finite State Machines,https://openreview.net/forum?id=jBPFdqmOck,"Yifan Wu, Yiran Peng, Yiyu Chen, Jianhao Ruan, Zijie Zhuang, Cheng Yang, Jiayi Zhang, Man Chen, Yenchi Tseng, Zhaoyang Yu, Liang Chen, Yuyao Zhai, Bang Liu, Chenglin Wu, Yuyu Luo",,Website_AutoWebWorld2026
Behavioral Artifacts,Software Systems,Web Applications,Engineering Design,,acl,ACL,Annual Meeting of the Association for Computational Linguistics,conference,,2026,published,system,InfiniteWeb,InfiniteWeb: Scalable Web Environment Synthesis for GUI Agent Training,https://aclanthology.org/2026.acl-long.1313/,"Ziyun Zhang, Zezhou Wang, Xiaoyi Zhang, Zongyu Guo, Jiahao Li, Bin Li, Yan Lu",,Website_InfiniteWeb2026
,,,Scientific Research,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,ResearchStudio-Reel,"ResearchStudio-Reel: Automate the Last Mile of Research from Paper to Poster, Video, and Blog",https://arxiv.org/abs/2607.04438,"Lingao Xiao, Yalun Dai, Yangyu Huang, Qihao Zhao, Wenshan Wu, Hugo He, Ruishuo Chen, Jin Jiang, Qianli Ma, Jiahuan Zhang, Xin Zhang, Ying Xin, Yang Ou, Yan Xia, Scarlett Li, Longbo Huang, Zhipeng Zhang, Yang He, Yap Kim Hui, Yan Lu",,Workflow_ResearchStudioReel2026
Behavioral Artifacts,Simulation Models,Virtual World Simulators,Engineering Design,,arxiv,arXiv,arXiv,preprint_server,,2025,preprint,system,Agent2World,Agent2World: Learning to Generate Symbolic World Models via Adaptive Multi-Agent Feedback,https://arxiv.org/abs/2512.22336,"Mengkang Hu, Bowei Xia, Yuran Wu, Ailing Yu, Yude Zou, Qiguang Chen, Shijian Wang, Jiarui Jin, Kexin Li, Wenxiang Jiao, Yuan Lu, Ping Luo",,WorldModel_Agent2World2025
Behavioral Artifacts,Software Systems,Games,Creative Production,,arxiv,arXiv,arXiv,preprint_server,,2026,preprint,system,LingBot-World 2.0,Infinite Worlds with Versatile Interactions,https://arxiv.org/abs/2607.07534,"Zelin Gao, Qiuyu Wang, Jiapeng Zhu, Jingye Chen, Zichen Liu, Qingyan Bai, Jiahao Wang, Yufeng Yuan, Hanlin Wang, Yichong Lu, Ka Leong Cheng, Haojie Zhang, Jian Gao, Tianrui Feng, Yuzheng Liu, Yao Yao, Yinghao Xu, Xing Zhu, Yujun Shen, Hao Ouyang",https://github.com/robbyant/lingbot-world-v2,WorldModel_LingBotWorld2_2026
